item_id,developer,genre
267788.0,Nomad Games,Strategy
445310.0,Limbic Entertainment,RPG
445310.0,Limbic Entertainment,Strategy
510280.0,Indio Games,Adventure
510280.0,Indio Games,Indie
498870.0,Paradox Development Studio,Simulation
498870.0,Paradox Development Studio,Strategy
492340.0,Batovi Games Studio,Action
492340.0,Batovi Games Studio,Casual
492340.0,Batovi Games Studio,Indie
492340.0,Batovi Games Studio,Sports
492340.0,Batovi Games Studio,Early Access
500220.0,Yustas Games Studio,Casual
500220.0,Yustas Games Studio,Strategy
453990.0,Ryan Melmoth,Action
453990.0,Ryan Melmoth,Indie
492270.0,Cats Who Play,Action
492270.0,Cats Who Play,Adventure
492270.0,Cats Who Play,Indie
509050.0,Ryan Melmoth,Indie
508540.0,Cleril Calamity Studios,Adventure
508540.0,Cleril Calamity Studios,Indie
508540.0,Cleril Calamity Studios,RPG
506590.0,Evgenii Gubanov,Casual
506590.0,Evgenii Gubanov,Indie
506590.0,Evgenii Gubanov,Racing
506590.0,Evgenii Gubanov,Simulation
499570.0,,Simulation
498410.0,,Simulation
499571.0,,Simulation
501670.0,Graviteam,Simulation
501670.0,Graviteam,Strategy
499572.0,,Simulation
499573.0,,Simulation
499670.0,,Simulation
497720.0,Zeichenkraftwerk Jeutter &amp; Schaller GbR,Simulation
498570.0,Devm Games,Racing
498570.0,Devm Games,Simulation
449530.0,WolfgangIs,Action
449530.0,WolfgangIs,Adventure
449530.0,WolfgangIs,Casual
449530.0,WolfgangIs,Indie
449530.0,WolfgangIs,RPG
449530.0,WolfgangIs,Simulation
464680.0,Creobit,Casual
464680.0,Creobit,Indie
464680.0,Creobit,Strategy
509240.0,Petrodiy-Games,Action
509240.0,Petrodiy-Games,Racing
509240.0,Petrodiy-Games,Sports
390310.0,"Marvelous, Inc.",RPG
390310.0,"Marvelous, Inc.",Simulation
390310.0,"Marvelous, Inc.",Strategy
510120.0,Eversim,Simulation
510120.0,Eversim,Strategy
425410.0,Torched Hill,Action
425410.0,Torched Hill,Adventure
425410.0,Torched Hill,Indie
425410.0,Torched Hill,Racing
508670.0,Mystic Games,Action
508670.0,Mystic Games,Indie
508670.0,Mystic Games,Simulation
497350.0,Tomadeira,Adventure
497350.0,Tomadeira,Casual
497350.0,Tomadeira,Indie
508170.0,ENTERi,Action
508170.0,ENTERi,Casual
508170.0,ENTERi,Indie
498450.0,Richard Haraším,Indie
468731.0,Berserk Games,Casual
468731.0,Berserk Games,Indie
468731.0,Berserk Games,RPG
468731.0,Berserk Games,Simulation
468731.0,Berserk Games,Strategy
509830.0,Jake Conner,Action
509830.0,Jake Conner,Adventure
509830.0,Jake Conner,Indie
497180.0,"Invictus-Games LLC.,ImageCode LLC.",Racing
497180.0,"Invictus-Games LLC.,ImageCode LLC.",Simulation
270270.0,Flox Studios Ltd.,Action
270270.0,Flox Studios Ltd.,Indie
270270.0,Flox Studios Ltd.,RPG
491740.0,Illuminated Games,Adventure
491740.0,Illuminated Games,Casual
491740.0,Illuminated Games,Indie
491740.0,Illuminated Games,Strategy
504710.0,MAGIX Software GmbH,Audio Production
504720.0,MAGIX Software GmbH,Audio Production
269310.0,Toge Productions,Action
269310.0,Toge Productions,Adventure
269310.0,Toge Productions,Indie
269310.0,Toge Productions,RPG
269310.0,Toge Productions,Simulation
269310.0,Toge Productions,Strategy
508610.0,DemonVideogames,Action
476650.0,"GRASSHOPPER MANUFACTURE INC.,AGM PLAYISM",Adventure
492630.0,Exordium Games,Adventure
492630.0,Exordium Games,Indie
511340.0,SmartHart Games,Adventure
511340.0,SmartHart Games,Indie
498300.0,Niels Bauer Games,Adventure
498300.0,Niels Bauer Games,Indie
498300.0,Niels Bauer Games,RPG
511120.0,Akumu Games,Action
511120.0,Akumu Games,Adventure
511120.0,Akumu Games,Indie
511120.0,Akumu Games,RPG
326840.0,AHEARTFULOFGAMES,Action
326840.0,AHEARTFULOFGAMES,Adventure
326840.0,AHEARTFULOFGAMES,Indie
496300.0,Noio,Indie
496300.0,Noio,Simulation
496300.0,Noio,Strategy
460750.0,DreamSail Games,Action
460750.0,DreamSail Games,Casual
460750.0,DreamSail Games,Indie
476351.0,Pipeworks Studio,Casual
476351.0,Pipeworks Studio,Indie
476351.0,Pipeworks Studio,Strategy
476352.0,Pipeworks Studio,Casual
476352.0,Pipeworks Studio,Indie
476352.0,Pipeworks Studio,Strategy
502870.0,"1C Game Studios,777 Studios",Simulation
502890.0,"1C Game Studios,777 Studios",Simulation
502891.0,"1C Game Studios,777 Studios",Simulation
508420.0,"SmiteWorks USA, LLC",Indie
508420.0,"SmiteWorks USA, LLC",RPG
508420.0,"SmiteWorks USA, LLC",Strategy
510450.0,"SmiteWorks USA, LLC",Indie
510450.0,"SmiteWorks USA, LLC",RPG
510450.0,"SmiteWorks USA, LLC",Strategy
383930.0,Saibot Studios,Action
383930.0,Saibot Studios,Adventure
383930.0,Saibot Studios,Indie
508860.0,"SmiteWorks USA, LLC",Indie
508860.0,"SmiteWorks USA, LLC",RPG
508860.0,"SmiteWorks USA, LLC",Strategy
511850.0,"SmiteWorks USA, LLC",Indie
511850.0,"SmiteWorks USA, LLC",RPG
511850.0,"SmiteWorks USA, LLC",Strategy
438480.0,NukGames,Action
438480.0,NukGames,Adventure
438480.0,NukGames,Casual
438480.0,NukGames,Strategy
485350.0,DeXP,Casual
485350.0,DeXP,Indie
485350.0,DeXP,Simulation
330590.0,Particle Systems Ltd.,Action
330590.0,Particle Systems Ltd.,Simulation
330590.0,Particle Systems Ltd.,Strategy
487130.0,Sergey Eybog,Casual
487130.0,Sergey Eybog,Simulation
512670.0,DeXP,Casual
512670.0,DeXP,Indie
512670.0,DeXP,Simulation
505040.0,RTK Entertainment,Indie
495780.0,Studio Binokle,Casual
495780.0,Studio Binokle,Indie
421600.0,BANDAI NAMCO Entertainment Inc.,Adventure
421600.0,BANDAI NAMCO Entertainment Inc.,RPG
511300.0,Studio Binokle,Casual
511300.0,Studio Binokle,Indie
454390.0,Depth First Games,Indie
454390.0,Depth First Games,Racing
454390.0,Depth First Games,Sports
511301.0,Studio Binokle,Casual
511301.0,Studio Binokle,Indie
509290.0,chris_antoni,Indie
509290.0,chris_antoni,Simulation
509290.0,chris_antoni,Strategy
500250.0,Deceptive Games Ltd.,Adventure
500250.0,Deceptive Games Ltd.,Casual
500250.0,Deceptive Games Ltd.,Indie
512810.0,N3V Games,Simulation
474750.0,Nerial,Adventure
474750.0,Nerial,Indie
474750.0,Nerial,RPG
474750.0,Nerial,Simulation
513430.0,Freejam,Action
513430.0,Freejam,Free to Play
513430.0,Freejam,Indie
513430.0,Freejam,Massively Multiplayer
513430.0,Freejam,RPG
513430.0,Freejam,Simulation
497930.0,Kodots Games,Casual
497930.0,Kodots Games,Indie
497930.0,Kodots Games,RPG
504880.0,DL Softworks,Action
504880.0,DL Softworks,Casual
504880.0,DL Softworks,Indie
504880.0,DL Softworks,Simulation
504880.0,DL Softworks,Strategy
485660.0,Space Fractal,Action
485660.0,Space Fractal,Adventure
485660.0,Space Fractal,Casual
485660.0,Space Fractal,Indie
513140.0,Acerio Games,Action
513140.0,Acerio Games,Adventure
513140.0,Acerio Games,Indie
513140.0,Acerio Games,Strategy
504640.0,stage-nana,Casual
504640.0,stage-nana,Indie
511650.0,N3V Games,Simulation
510200.0,"KADOKAWA,Yoji Ojima,Frontier Works",Design &amp; Illustration
510200.0,"KADOKAWA,Yoji Ojima,Frontier Works",Web Publishing
510100.0,Office 5656,Strategy
492581.0,Vertigo Games America,Action
492581.0,Vertigo Games America,Casual
492581.0,Vertigo Games America,Free to Play
492580.0,Vertigo Games America,Action
492580.0,Vertigo Games America,Casual
492580.0,Vertigo Games America,Free to Play
511160.0,Armnomads LLC,Action
511160.0,Armnomads LLC,Adventure
511160.0,Armnomads LLC,Indie
511200.0,Armnomads LLC,Action
511200.0,Armnomads LLC,Adventure
511200.0,Armnomads LLC,Indie
462130.0,Projectile Entertainment,Indie
515570.0,Walter Machado,Action
515570.0,Walter Machado,Indie
497040.0,Render System,Casual
497040.0,Render System,Indie
486270.0,"SmiteWorks USA, LLC",Indie
486270.0,"SmiteWorks USA, LLC",RPG
486270.0,"SmiteWorks USA, LLC",Strategy
469530.0,"SmiteWorks USA, LLC",Indie
469530.0,"SmiteWorks USA, LLC",RPG
469530.0,"SmiteWorks USA, LLC",Strategy
336240.0,Brainseed Factory,Adventure
336240.0,Brainseed Factory,Indie
511310.0,"Trek Industries, Inc,Spiral Game Studios",Action
511310.0,"Trek Industries, Inc,Spiral Game Studios",Indie
511310.0,"Trek Industries, Inc,Spiral Game Studios",RPG
502150.0,Exalted Guy Interactive,Casual
507270.0,Studio Craft Development,Casual
507270.0,Studio Craft Development,Indie
506140.0,"Cloudcade, Inc.",Casual
506140.0,"Cloudcade, Inc.",Free to Play
506140.0,"Cloudcade, Inc.",Massively Multiplayer
506140.0,"Cloudcade, Inc.",RPG
506140.0,"Cloudcade, Inc.",Simulation
506140.0,"Cloudcade, Inc.",Strategy
485730.0,Black Lime Studio,Indie
485730.0,Black Lime Studio,Strategy
426790.0,"Reflections, a Ubisoft Studio",Adventure
426790.0,"Reflections, a Ubisoft Studio",Casual
426790.0,"Reflections, a Ubisoft Studio",Indie
515990.0,Elephant Games,Indie
440960.0,"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",Action
511320.0,Woodsy Studio,Adventure
511320.0,Woodsy Studio,Casual
511320.0,Woodsy Studio,Indie
444880.0,Fun Sponge Games,Action
444880.0,Fun Sponge Games,Casual
444880.0,Fun Sponge Games,Indie
444880.0,Fun Sponge Games,Racing
444880.0,Fun Sponge Games,Sports
509160.0,John Wallie,Adventure
466280.0,Lewis Fitzjohn,Action
466280.0,Lewis Fitzjohn,Adventure
466280.0,Lewis Fitzjohn,Indie
512340.0,Ubisoft Montreal,Action
432980.0,Hypersect,Action
432980.0,Hypersect,Indie
432980.0,Hypersect,Strategy
328510.0,Retro Dreamer,Action
328510.0,Retro Dreamer,Indie
328510.0,Retro Dreamer,Early Access
492956.0,Ubisoft - San Francisco,Casual
492956.0,Ubisoft - San Francisco,Simulation
436669.0,Ubisoft - San Francisco,Casual
436669.0,Ubisoft - San Francisco,Simulation
492957.0,Ubisoft - San Francisco,Casual
492957.0,Ubisoft - San Francisco,Simulation
492955.0,Ubisoft - San Francisco,Casual
492955.0,Ubisoft - San Francisco,Simulation
502210.0,Roppy Chop Studios,Casual
502210.0,Roppy Chop Studios,Indie
509390.0,Sub Orbital Software,Action
509390.0,Sub Orbital Software,Casual
509390.0,Sub Orbital Software,Indie
400230.0,Simple Designs Gaming,Casual
400230.0,Simple Designs Gaming,Indie
400230.0,Simple Designs Gaming,Strategy
506120.0,Chris Parsons,Indie
506120.0,Chris Parsons,RPG
506120.0,Chris Parsons,Simulation
453810.0,"Axol Studio, LLC",Action
453810.0,"Axol Studio, LLC",Adventure
453810.0,"Axol Studio, LLC",Indie
497740.0,Sun Dogs,Action
497740.0,Sun Dogs,Adventure
497740.0,Sun Dogs,Indie
497740.0,Sun Dogs,RPG
497740.0,Sun Dogs,Strategy
496940.0,Evan Wagstaff,Adventure
496940.0,Evan Wagstaff,Indie
496940.0,Evan Wagstaff,RPG
516621.0,Yang Sun,Casual
516621.0,Yang Sun,Indie
516621.0,Yang Sun,Strategy
455000.0,Duang,Adventure
455000.0,Duang,Casual
455000.0,Duang,Indie
455000.0,Duang,RPG
389010.0,Unnamed Fiasco Team,Action
389010.0,Unnamed Fiasco Team,Indie
510830.0,Clockwork Pixels Ltd,Action
510830.0,Clockwork Pixels Ltd,Adventure
510830.0,Clockwork Pixels Ltd,Indie
512640.0,RPG Video,Indie
512640.0,RPG Video,RPG
474620.0,"Outgunned Games,Invisible tile",Action
474620.0,"Outgunned Games,Invisible tile",Indie
366440.0,"S2 Games, LLC",Action
366440.0,"S2 Games, LLC",RPG
366440.0,"S2 Games, LLC",Strategy
473920.0,bad chalk,Adventure
473920.0,bad chalk,Indie
391040.0,"Codemasters,Feral Interactive (Mac)",Racing
391040.0,"Codemasters,Feral Interactive (Mac)",Simulation
391040.0,"Codemasters,Feral Interactive (Mac)",Sports
464681.0,Creobit,Casual
464681.0,Creobit,Indie
464681.0,Creobit,Strategy
513580.0,"Stephane Valverde,Leslie Valverde",Action
513580.0,"Stephane Valverde,Leslie Valverde",Casual
513580.0,"Stephane Valverde,Leslie Valverde",Indie
381760.0,MAGES. Inc.,Action
514410.0,Rootify,Action
514410.0,Rootify,Adventure
514410.0,Rootify,Indie
514410.0,Rootify,Early Access
514480.0,EnsenaSoft,Casual
514480.0,EnsenaSoft,Strategy
514490.0,EnsenaSoft,Casual
516650.0,Animation Arts Creative GmbH,Adventure
516650.0,Animation Arts Creative GmbH,Casual
516650.0,Animation Arts Creative GmbH,Indie
396650.0,PixelFade Inc,Action
396650.0,PixelFade Inc,Adventure
396650.0,PixelFade Inc,Indie
396650.0,PixelFade Inc,RPG
396650.0,PixelFade Inc,Simulation
396650.0,PixelFade Inc,Sports
492080.0,Purin Productions,Adventure
492080.0,Purin Productions,Indie
469980.0,"VisualPath,IndieVision Studio",Adventure
469980.0,"VisualPath,IndieVision Studio",Indie
469980.0,"VisualPath,IndieVision Studio",RPG
470070.0,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",Action
470070.0,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",RPG
327030.0,Team17 Digital Ltd,Action
327030.0,Team17 Digital Ltd,Strategy
337000.0,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",Action
337000.0,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",RPG
462930.0,Hyper Hippo Games,Casual
462930.0,Hyper Hippo Games,Free to Play
462930.0,Hyper Hippo Games,Indie
462930.0,Hyper Hippo Games,Simulation
462930.0,Hyper Hippo Games,Strategy
462930.0,Hyper Hippo Games,Early Access
413380.0,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",Action
413380.0,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",RPG
413390.0,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",Action
413390.0,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",RPG
516920.0,Gawkfish Studios,Adventure
516920.0,Gawkfish Studios,Casual
516920.0,Gawkfish Studios,Indie
518140.0,Harmonize Studios,Casual
518140.0,Harmonize Studios,Indie
518140.0,Harmonize Studios,Strategy
474980.0,"Oh, a Rock! Studios",Casual
474980.0,"Oh, a Rock! Studios",Indie
474980.0,"Oh, a Rock! Studios",Simulation
373540.0,Fatshark,Action
492959.0,Ubisoft - San Francisco,Casual
492959.0,Ubisoft - San Francisco,Simulation
515710.0,Playful Corporation,Action
515710.0,Playful Corporation,Adventure
515710.0,Playful Corporation,Casual
515710.0,Playful Corporation,Free to Play
515710.0,Playful Corporation,Indie
515710.0,Playful Corporation,Massively Multiplayer
515710.0,Playful Corporation,RPG
515710.0,Playful Corporation,Simulation
505140.0,Poking Water Games,Indie
505140.0,Poking Water Games,Simulation
505140.0,Poking Water Games,Strategy
513360.0,Titouan Millet,Indie
476392.0,Panoramik Inc,Free to Play
476392.0,Panoramik Inc,Massively Multiplayer
476392.0,Panoramik Inc,RPG
476392.0,Panoramik Inc,Strategy
512230.0,Nanali Studios,Casual
512230.0,Nanali Studios,Indie
503140.0,Hyper Awesome Entertainment,Action
503140.0,Hyper Awesome Entertainment,Adventure
503140.0,Hyper Awesome Entertainment,Indie
503140.0,Hyper Awesome Entertainment,RPG
514970.0,npp_trainer,Casual
514970.0,npp_trainer,Indie
514970.0,npp_trainer,Racing
514970.0,npp_trainer,Simulation
431600.0,Reiza Studios,Racing
431600.0,Reiza Studios,Simulation
431600.0,Reiza Studios,Sports
513730.0,"Idea Factory, Inc.",RPG
513730.0,"Idea Factory, Inc.",Strategy
521600.0,Reiza Studios,Racing
521600.0,Reiza Studios,Simulation
521600.0,Reiza Studios,Sports
520150.0,Choice of Games,Adventure
520150.0,Choice of Games,Indie
520150.0,Choice of Games,RPG
512770.0,Merlin Beer,Action
512770.0,Merlin Beer,Indie
472070.0,Paradox Development Studio,RPG
472070.0,Paradox Development Studio,Simulation
472070.0,Paradox Development Studio,Strategy
496431.0,Fishing Planet LLC,Free to Play
496431.0,Fishing Planet LLC,Massively Multiplayer
496431.0,Fishing Planet LLC,Simulation
496431.0,Fishing Planet LLC,Sports
464290.0,Milestone S.r.l.,Racing
464290.0,Milestone S.r.l.,Simulation
464290.0,Milestone S.r.l.,Sports
449980.0,Paradox Development Studio,RPG
449980.0,Paradox Development Studio,Simulation
449980.0,Paradox Development Studio,Strategy
449981.0,Paradox Development Studio,RPG
449981.0,Paradox Development Studio,Simulation
449981.0,Paradox Development Studio,Strategy
448780.0,Talentplace,Adventure
448780.0,Talentplace,Casual
448780.0,Talentplace,Indie
516040.0,Peacock Dreams Games,Indie
516040.0,Peacock Dreams Games,Strategy
394740.0,CREANT Co.,Action
394740.0,CREANT Co.,Free to Play
394740.0,CREANT Co.,Strategy
480410.0,Boidae Games,Adventure
480410.0,Boidae Games,Casual
480410.0,Boidae Games,Indie
492610.0,Teemo Soft,Action
492610.0,Teemo Soft,Adventure
492610.0,Teemo Soft,Casual
492610.0,Teemo Soft,Indie
492610.0,Teemo Soft,RPG
483950.0,SmileBoom Co.Ltd.,Design &amp; Illustration
483950.0,SmileBoom Co.Ltd.,Web Publishing
513880.0,Kobra Studio,Action
513880.0,Kobra Studio,Casual
513880.0,Kobra Studio,Indie
513880.0,Kobra Studio,Massively Multiplayer
513880.0,Kobra Studio,Simulation
513880.0,Kobra Studio,Strategy
513880.0,Kobra Studio,Early Access
296890.0,Tasty Poison,Action
507040.0,"SmiteWorks USA, LLC",Indie
507040.0,"SmiteWorks USA, LLC",RPG
507040.0,"SmiteWorks USA, LLC",Strategy
449560.0,"The Mojo Collective,Ian Frank Productions",Action
449560.0,"The Mojo Collective,Ian Frank Productions",Casual
449560.0,"The Mojo Collective,Ian Frank Productions",Indie
503180.0,"Lasso Games, LLC",Action
503180.0,"Lasso Games, LLC",Early Access
462100.0,"Imagos Softworks,Pixeljam",Action
462100.0,"Imagos Softworks,Pixeljam",Indie
462100.0,"Imagos Softworks,Pixeljam",Early Access
494580.0,Noclip,Action
494580.0,Noclip,Adventure
494580.0,Noclip,Indie
494580.0,Noclip,Racing
510110.0,"Rionix,Alawar Entertainment",Casual
510110.0,"Rionix,Alawar Entertainment",Simulation
510110.0,"Rionix,Alawar Entertainment",Strategy
504400.0,Vadim Ledyaev,Adventure
504400.0,Vadim Ledyaev,Casual
504400.0,Vadim Ledyaev,Indie
502410.0,VIS-Games,Action
502410.0,VIS-Games,Simulation
522630.0,Bretwalda Games,Indie
522630.0,Bretwalda Games,Strategy
516910.0,"Vadim Ledyaev,Andrew Vedernikov",Adventure
516910.0,"Vadim Ledyaev,Andrew Vedernikov",Casual
516910.0,"Vadim Ledyaev,Andrew Vedernikov",Indie
502450.0,VIS-Games,Simulation
491620.0,Retrific,Action
491620.0,Retrific,Casual
491620.0,Retrific,Indie
491620.0,Retrific,Racing
491620.0,Retrific,Sports
515690.0,RPG Video,Adventure
515690.0,RPG Video,Indie
515690.0,RPG Video,RPG
467990.0,Netker Inc.,Action
467990.0,Netker Inc.,Indie
514160.0,"SCS Software,Sunstorm Interactive",Simulation
509350.0,Kunos Simulazioni,Indie
509350.0,Kunos Simulazioni,Racing
509350.0,Kunos Simulazioni,Simulation
509350.0,Kunos Simulazioni,Sports
488330.0,Vernacular Games,Action
488330.0,Vernacular Games,Indie
470270.0,"Tribe Tea,Stas Shostak,Evgeniy Yudin,Alexzander Protasenya,Ruslan Viter",Action
470270.0,"Tribe Tea,Stas Shostak,Evgeniy Yudin,Alexzander Protasenya,Ruslan Viter",Adventure
470270.0,"Tribe Tea,Stas Shostak,Evgeniy Yudin,Alexzander Protasenya,Ruslan Viter",Indie
510250.0,Petite Games,Action
510250.0,Petite Games,Adventure
510250.0,Petite Games,Casual
510250.0,Petite Games,Indie
520290.0,Chris Antoni,Action
520290.0,Chris Antoni,Indie
520290.0,Chris Antoni,Simulation
520290.0,Chris Antoni,Strategy
499910.0,Gosatsu Visual Novels,Adventure
499910.0,Gosatsu Visual Novels,Indie
509120.0,Gosatsu Visual Novels,Indie
398260.0,3Crew,Action
398260.0,3Crew,Indie
398260.0,3Crew,Simulation
366330.0,Reverie World Studios,Free to Play
366330.0,Reverie World Studios,Indie
366330.0,Reverie World Studios,Massively Multiplayer
366330.0,Reverie World Studios,RPG
366330.0,Reverie World Studios,Simulation
366330.0,Reverie World Studios,Strategy
503960.0,Comrades Inc.,Casual
503960.0,Comrades Inc.,Indie
503960.0,Comrades Inc.,Strategy
502440.0,VIS-Games,Action
502440.0,VIS-Games,Simulation
497360.0,Sierra On-Line,Adventure
517810.0,"Tilted Mill Entertainment, Inc.",Simulation
517810.0,"Tilted Mill Entertainment, Inc.",Strategy
501970.0,Sierra,Adventure
494740.0,Sierra,Adventure
496760.0,Sierra On-Line,Adventure
501990.0,Sierra,Adventure
495700.0,Sierra On-Line,Adventure
502750.0,Sierra,Adventure
517790.0,Impressions Games,Simulation
517790.0,Impressions Games,Strategy
514750.0,Ghost Ship Studios,Adventure
514750.0,Ghost Ship Studios,Casual
379610.0,Mexond,Casual
379610.0,Mexond,Indie
514450.0,Cybertime System,Action
514450.0,Cybertime System,Free to Play
514450.0,Cybertime System,Massively Multiplayer
514450.0,Cybertime System,RPG
337490.0,Ludo Land,Indie
383270.0,Fiddlesticks Games,Adventure
383270.0,Fiddlesticks Games,Indie
517450.0,Fiddlesticks Games,Adventure
517450.0,Fiddlesticks Games,Indie
508340.0,Bulkhead Interactive,Adventure
499520.0,Bulkhead Interactive,Adventure
485260.0,Frima Studio,Action
485260.0,Frima Studio,Indie
435530.0,"Oleg Sergeev,Andrey Rumak,Do My Best",Action
435530.0,"Oleg Sergeev,Andrey Rumak,Do My Best",Adventure
435530.0,"Oleg Sergeev,Andrey Rumak,Do My Best",Indie
501920.0,Grizlikyt,Action
501920.0,Grizlikyt,Adventure
501920.0,Grizlikyt,Indie
501920.0,Grizlikyt,RPG
460560.0,Guru Games,Indie
324740.0,Tin Man Games,Action
324740.0,Tin Man Games,Adventure
324740.0,Tin Man Games,Indie
514770.0,Anino Games,Casual
523560.0,VirtualHere Pty. Ltd.,Utilities
523920.0,Musopia,Casual
523920.0,Musopia,Indie
523920.0,Musopia,Simulation
522000.0,Heavy Key Studios,Action
522000.0,Heavy Key Studios,Indie
434650.0,Hunter Studio,Action
434650.0,Hunter Studio,Adventure
434650.0,Hunter Studio,Indie
434650.0,Hunter Studio,RPG
522620.0,Hunter Studio,Action
522620.0,Hunter Studio,Adventure
522620.0,Hunter Studio,Indie
522620.0,Hunter Studio,RPG
515800.0,U Game Me,Adventure
515800.0,U Game Me,Indie
515800.0,U Game Me,Massively Multiplayer
515800.0,U Game Me,RPG
511380.0,"GZ Storm,Lazrael",Casual
511380.0,"GZ Storm,Lazrael",Indie
511380.0,"GZ Storm,Lazrael",Strategy
457201.0,Days of Wonder,Casual
457201.0,Days of Wonder,Indie
457201.0,Days of Wonder,Strategy
376966.0,Thomson Interactive,Simulation
512940.0,Playrise Digital Ltd.,Racing
523080.0,Kevin Suckert,Action
523080.0,Kevin Suckert,Casual
523080.0,Kevin Suckert,Indie
523080.0,Kevin Suckert,Sports
523080.0,Kevin Suckert,Early Access
458445.0,"Spike Chunsoft Co., Ltd.",Action
493580.0,Mzone,Adventure
497580.0,Brave Giant LTD,Adventure
497580.0,Brave Giant LTD,Casual
501580.0,"Spike Chunsoft Co., Ltd.",Action
425220.0,"Spike Chunsoft Co., Ltd.",Action
458443.0,"Spike Chunsoft Co., Ltd.",Action
504620.0,Wind Jester Games,Indie
504620.0,Wind Jester Games,Strategy
504620.0,Wind Jester Games,Early Access
512600.0,Creative Freaks Inc.,Adventure
433480.0,Lost The Game Studios,Adventure
433480.0,Lost The Game Studios,Strategy
515200.0,syuuyuusya,Action
515200.0,syuuyuusya,Indie
508820.0,Chequered Ink Ltd.,Casual
508820.0,Chequered Ink Ltd.,Indie
525750.0,"SmiteWorks USA, LLC",Indie
525750.0,"SmiteWorks USA, LLC",RPG
525750.0,"SmiteWorks USA, LLC",Strategy
504240.0,Four Mans Games L.L.C.,Action
504240.0,Four Mans Games L.L.C.,Casual
504240.0,Four Mans Games L.L.C.,Indie
523670.0,TopArcadeApps,Action
523670.0,TopArcadeApps,Adventure
523670.0,TopArcadeApps,Casual
523670.0,TopArcadeApps,Indie
516560.0,Crazysoft ltd,Adventure
516560.0,Crazysoft ltd,Indie
517060.0,AcneVulgaris,Action
517060.0,AcneVulgaris,Casual
517060.0,AcneVulgaris,Indie
517060.0,AcneVulgaris,Strategy
515740.0,Mad Unicorn Games,Action
515740.0,Mad Unicorn Games,Adventure
515740.0,Mad Unicorn Games,Casual
515740.0,Mad Unicorn Games,Indie
517340.0,INT2000,Action
517340.0,INT2000,Strategy
511720.0,MAGIX Software GmbH,Video Production
506030.0,simplitec GmbH,Utilities
518030.0,ProGames Studio,Action
518030.0,ProGames Studio,Early Access
501890.0,灰烬天国,Adventure
520190.0,Myshkin Entertainment,Adventure
524990.0,Alexander Byzov,Action
524990.0,Alexander Byzov,Casual
524990.0,Alexander Byzov,Indie
524990.0,Alexander Byzov,RPG
524990.0,Alexander Byzov,Simulation
524990.0,Alexander Byzov,Strategy
492969.0,Ubisoft - San Francisco,Casual
492969.0,Ubisoft - San Francisco,Simulation
508930.0,Coolegion Studios,Casual
508930.0,Coolegion Studios,Indie
508930.0,Coolegion Studios,Racing
492970.0,Ubisoft - San Francisco,Casual
492970.0,Ubisoft - San Francisco,Simulation
507050.0,OPQAM,Action
507050.0,OPQAM,Indie
507050.0,OPQAM,Simulation
514010.0,"Sports Mogul, Inc.",Casual
514010.0,"Sports Mogul, Inc.",Simulation
514010.0,"Sports Mogul, Inc.",Sports
514010.0,"Sports Mogul, Inc.",Strategy
378800.0,CyberphobX Ltd.,Simulation
378800.0,CyberphobX Ltd.,Strategy
519040.0,Hex Entertainment,Adventure
519040.0,Hex Entertainment,Free to Play
519040.0,Hex Entertainment,RPG
519040.0,Hex Entertainment,Strategy
499370.0,Benjamin Soulé,Casual
499370.0,Benjamin Soulé,Indie
499370.0,Benjamin Soulé,Strategy
371200.0,"Massive Damage, Inc.",Indie
371200.0,"Massive Damage, Inc.",RPG
371200.0,"Massive Damage, Inc.",Simulation
371200.0,"Massive Damage, Inc.",Strategy
516840.0,Arrogant Pixel,Adventure
516840.0,Arrogant Pixel,Indie
502360.0,Byzantine Games,Strategy
523980.0,Cyanide Studios,Sports
523980.0,Cyanide Studios,Strategy
502940.0,Cartboard Games,Casual
502940.0,Cartboard Games,Indie
464040.0,Proud Camel Games,Casual
464040.0,Proud Camel Games,Indie
508790.0,Parallel Circles,Action
508790.0,Parallel Circles,Indie
508790.0,Parallel Circles,Early Access
507380.0,Echo Hall Studios,Casual
507380.0,Echo Hall Studios,Indie
525080.0,Eversim,Simulation
525080.0,Eversim,Strategy
511670.0,Alp Güleç,Action
511670.0,Alp Güleç,Adventure
511670.0,Alp Güleç,Casual
511670.0,Alp Güleç,Indie
381000.0,TopArcadeApps,Casual
381000.0,TopArcadeApps,Indie
381000.0,TopArcadeApps,Simulation
517560.0,Echo Hall Studios,Casual
517560.0,Echo Hall Studios,Indie
512550.0,GoeX GameS,Action
512550.0,GoeX GameS,Adventure
512550.0,GoeX GameS,Indie
528490.0,"Massive Damage, Inc.",Indie
528490.0,"Massive Damage, Inc.",RPG
528490.0,"Massive Damage, Inc.",Simulation
528490.0,"Massive Damage, Inc.",Strategy
